Reporting_country,Partner_country,Export_value
ALB,AFG,0.312741
ALB,AGO,31.370624
ALB,AIA,0.329376
ALB,AND,30.97673
ALB,ARE,13746.853919
ALB,ARG,11016.175156
ALB,ARM,2.433189
ALB,ASM,4.619527
ALB,ATF,1.395439
ALB,ATG,34.378096
ALB,AUS,1753.952065
ALB,AUT,67456.928447
ALB,AZE,3413.107487
ALB,BDI,2.316565
ALB,BEL,71127.462259
ALB,BEN,0.033298
ALB,BFA,18.935305
ALB,BGD,8187.905191
ALB,BGR,97782.500145
ALB,BHR,6568.377393
ALB,BHS,81.69234
ALB,BIH,29217.379781
ALB,BLR,696.906181
ALB,BLZ,0.062065
ALB,BMU,0.531626
ALB,BOL,36.571208
ALB,BRA,36640.912635
ALB,BRB,45.812032
ALB,BRN,8.134981
ALB,BTN,15.551657
ALB,CAF,0.834196
ALB,CAN,60597.27209
ALB,CCK,4.403286
ALB,CHE,70861.914434
ALB,CHL,2596.018551
ALB,CHN,629848.580368
ALB,CIV,206.913752
ALB,CMR,309.720915
ALB,COG,6.175321
ALB,COK,0.149845
ALB,COL,34660.1754
ALB,CRI,2924.581993
ALB,CUB,286.822663
ALB,CXR,6.85037
ALB,CYP,2664.108044
ALB,CZE,79448.672381
ALB,DEU,527067.4274
ALB,DNK,12370.940523
ALB,DOM,276.726884
ALB,DZA,68942.850289
ALB,EAS,791545.698016
ALB,ECS,5916985.878792
ALB,ECU,29086.665782
ALB,EGY,29251.690398
ALB,ERI,0.573435
ALB,ESP,111311.644054
ALB,EST,7019.817327
ALB,ETH,231.796471
ALB,FIN,9143.589457
ALB,FJI,6.489165
ALB,FLK,4871.32005
ALB,FRA,123542.210909
ALB,GAB,136.152094
ALB,GBR,63158.414046
ALB,GEO,1359.844634
ALB,GHA,20.4128
ALB,GMB,0.083578
ALB,GRC,618467.453767
ALB,GRD,0.11987
ALB,GRL,10591.207849
ALB,GTM,350.641299
ALB,GUM,0.880699
ALB,GUY,20.258327
ALB,HKG,1462.125155
ALB,HND,183.801048
ALB,HRV,76377.970703
ALB,HTI,1.696444
ALB,HUN,52720.820946
ALB,IDN,14092.612857
ALB,IND,63400.141839
ALB,IOT,0.086003
ALB,IRL,22664.112255
ALB,IRN,5999.102331
ALB,IRQ,25.805009
ALB,ISL,25.46548
ALB,ISR,40003.895803
ALB,ITA,1878565.626848
ALB,JAM,12.239818
ALB,JOR,656.491577
ALB,JPN,30148.936832
ALB,KAZ,6830.143595
ALB,KEN,147.646695
ALB,KGZ,475.236831
ALB,KHM,3640.132668
ALB,KNA,3.109377
ALB,KOR,58875.5214
ALB,KWT,236.602534
ALB,LAO,73.443816
ALB,LBN,2006.889551
ALB,LBY,87536.321658
ALB,LCA,0.117571
ALB,LCN,128988.164244
ALB,LKA,2638.6554
ALB,LTU,10620.064988
ALB,LUX,2958.600201
ALB,LVA,4346.593592
ALB,MAC,98.13449
ALB,MAR,7117.01167
ALB,MDA,983.516001
ALB,MDG,128.93092
ALB,MDV,0.544899
ALB,MEA,402314.99282
ALB,MEX,7147.898574
ALB,MKD,106119.324303
ALB,MLT,2155.423697
ALB,MMR,687.100551
ALB,MNG,0.169339
ALB,MNT,25637.349438
ALB,MOZ,43.102007
ALB,MRT,15.125231
ALB,MUS,236.172092
ALB,MWI,6.01803
ALB,MYS,8602.580673
ALB,NAC,202491.06613
ALB,NAM,27.428848
ALB,NER,3.837912
ALB,NFK,27.900505
ALB,NGA,494.441923
ALB,NIC,64.102231
ALB,NLD,74394.73186
ALB,NOR,8343.352844
ALB,NPL,0.950714
ALB,NZL,315.312802
ALB,OAS,9992.712375
ALB,OMN,4762.160501
ALB,PAK,8534.451573
ALB,PAN,35.171016
ALB,PER,1555.630752
ALB,PHL,1230.24512
ALB,PNG,229.092346
ALB,POL,119707.508307
ALB,PRK,40.554647
ALB,PRT,22316.466007
ALB,PRY,1437.56083
ALB,QAT,4276.471224
ALB,ROM,70169.961478
ALB,RUS,145253.608953
ALB,RWA,1.587788
ALB,SAS,82778.514014
ALB,SAU,106438.564834
ALB,SEN,4.054024
ALB,SER,410704.115393
ALB,SGP,2043.830061
ALB,SLE,6.892623
ALB,SLV,15.088838
ALB,SMR,1148.950012
ALB,SOM,0.071658
ALB,SSF,5686.364833
ALB,STP,0.611456
ALB,SUD,35.651792
ALB,SUR,12.891236
ALB,SVK,22230.642716
ALB,SVN,50294.073531
ALB,SWE,22446.742879
ALB,SWZ,712.900777
ALB,SYR,61.551546
ALB,TCA,29.22449
ALB,TGO,0.696647
ALB,THA,13707.692745
ALB,TJK,0.686002
ALB,TKL,0.558307
ALB,TKM,6946.762942
ALB,TMP,0.077067
ALB,TTO,21.263755
ALB,TUN,22528.13875
ALB,TUR,831763.117758
ALB,TUV,0.331366
ALB,TZA,157.494346
ALB,UGA,609.25147
ALB,UKR,36147.917654
ALB,UMI,0.482641
ALB,UNS,189172.622106
ALB,URY,303.85723
ALB,USA,141893.262414
ALB,UZB,57.476231
ALB,VCT,2.796355
ALB,VEN,104.100378
ALB,VNM,24675.107747
ALB,WLD,7734905.145339
ALB,WLF,0.004395
ALB,WSM,0.039529
ALB,YEM,0.790136
ALB,ZAF,1780.341591
ALB,ZMB,9.407101
ALB,ZWE,335.03334
AND,AFG,1.4263915975242
AND,ALB,52.9064739073938
AND,ARE,107.246399176231
AND,ARG,7.9018388422418
AND,ARM,81.2349296105058
AND,ATG,1.709065963905
AND,AUS,65.0431068152576
AND,AUT,6461.05770751603
AND,BDI,0.2635645196576
AND,BEL,6571.5759347688
AND,BFA,0.0116243683966
AND,BGD,5553.5214725809
AND,BGR,420.903562414435
AND,BHR,0.3643524055622
AND,BIH,179.842968543839
AND,BLZ,0.316388582351
AND,BOL,31.8413563881248
AND,BRA,145.67533125377
AND,BRB,23.4750513022276
AND,BRN,79.5400541268408
AND,CAN,1316.05768095895
AND,CHE,26525.2969455304
AND,CHL,46.7272174614856
AND,CHN,42475.4863245224
AND,CIV,9.7703348516432
AND,COL,284.428025928859
AND,CPV,0.4082601165048
AND,CRI,79.7618749837924
AND,CUB,2415.11097864236
AND,CYP,7.20521634186
AND,CZE,3140.97102419305
AND,DEU,84851.9086226797
AND,DMA,6.1841166853904
AND,DNK,922.930682820293
AND,DOM,316.212123729216
AND,DZA,28.2981472023994
AND,EAS,62404.0461829451
AND,ECS,1460603.88732439
AND,EGY,347.366932857929
AND,ESP,1023431.04167546
AND,EST,151.739467428731
AND,ETH,1.8585271970328
AND,FIN,777.974974470294
AND,FJI,63.989664689241
AND,FRA,167536.64424136
AND,FRO,0.3052845315632
AND,GBR,29033.4870208934
AND,GEO,15.9533754256154
AND,GHA,0.2733323002228
AND,GIB,75.0193100589826
AND,GRC,401.417478758472
AND,GTM,23.5751651403208
AND,GUY,1.5887661676704
AND,HKG,435.395010914926
AND,HND,62.0467632617812
AND,HRV,60.6366079387316
AND,HTI,3.64340580162
AND,HUN,1145.42505544028
AND,IDN,1323.96836520054
AND,IND,2139.44714703993
AND,IRL,584.103935732802
AND,IRN,6.2776674263726
AND,ISL,5.3755785975158
AND,ISR,199.271545278629
AND,ITA,60100.47019129
AND,JAM,14.8312868514378
AND,JOR,25.109818276676
AND,JPN,5590.56219727816
AND,KEN,3.8499127653126
AND,KGZ,7.2202700763146
AND,KHM,1051.98096774249
AND,KOR,1990.58055416118
AND,LAO,66.785307550523
AND,LBN,0.4653767994708
AND,LBY,2.3414292396
AND,LCA,1.43205596422
AND,LCN,5053.71343582418
AND,LKA,450.188574739725
AND,LTU,1474.32507675849
AND,LUX,1991.70105813174
AND,MAC,2.3371011431268
AND,MAR,524.34653447354
AND,MDA,49.272835886339
AND,MDG,45.2613881542944
AND,MDV,0.0420274723108
AND,MEA,2823.14247468509
AND,MEX,707.213482531123
AND,MKD,31.088917998799
AND,MLT,34.1670578454588
AND,MMR,432.18821071409
AND,MNG,4.7073843592148
AND,MRT,0.1084034436334
AND,MUS,72.1218623273788
AND,MWI,2.0460780442048
AND,MYS,167.545037177247
AND,NAC,1364.84081519761
AND,NCL,22.9884124331972
AND,NER,1.631136576587
AND,NGA,0.070715893196
AND,NIC,58.4389755655636
AND,NLD,12623.2685603853
AND,NOR,140.578725672372
AND,NPL,0.1397407541634
AND,NZL,15.3491802531968
AND,OAS,6865.83564572554
AND,PAK,747.158584644504
AND,PAN,658.466557667878
AND,PER,111.959980045151
AND,PHL,152.975422781435
AND,PNG,0.6060044586492
AND,POL,7401.11782546263
AND,PRK,0.1712790964968
AND,PRT,12112.5565940884
AND,PYF,0.6293951002448
AND,QAT,53.7500151798604
AND,ROM,1418.04119760157
AND,RUS,102.909398176681
AND,SAS,8891.92393882906
AND,SAU,5.2124472017568
AND,SEN,12.2850771565744
AND,SER,0.5261357056984
AND,SGP,81.6805343408422
AND,SLE,1.13169079914
AND,SLV,16.4304711966844
AND,SSF,858.681024882254
AND,SUR,0.4493652076
AND,SVK,493.585156409481
AND,SVN,191.542026168102
AND,SWE,2992.47896538944
AND,SYR,3.0873991350164
AND,TCA,2.2168722992934
AND,TCD,1.1844439094322
AND,THA,1903.73820898224
AND,TKM,0.1240957496988
AND,TTO,4.5500947111546
AND,TUN,1485.83735218659
AND,TUR,6669.17804603412
AND,TZA,1.082201499303
AND,UKR,412.970610944267
AND,UNS,14551.3072572546
AND,URY,0.5180471319616
AND,USA,48.7831342386568
AND,UZB,0.2260070486224
AND,VEN,27.0087765169926
AND,VNM,6475.79845910354
AND,WLD,1563492.3974098
AND,ZAF,705.32247095974
AGO,AFG,79.726179
AGO,ALB,212.507872
AGO,AND,19.928537
AGO,ARE,311545.007003
AGO,ARG,121188.255281
AGO,ASM,57.738306
AGO,ATG,47.122315
AGO,AUS,3510.549829
AGO,AUT,3991.994066
AGO,AZE,215.810486
AGO,BDI,1.850775
AGO,BEL,389033.227835
AGO,BEN,158.751978
AGO,BFA,37.178029
AGO,BGD,699.980875
AGO,BGR,2549.050962
AGO,BHR,500.452551
AGO,BHS,0.382665
AGO,BIH,564.260516
AGO,BLR,2299.202242
AGO,BLZ,258.789032
AGO,BMU,692.821191
AGO,BOL,921.209144
AGO,BRA,546044.463646
AGO,BRN,2.586686
AGO,BTN,39.677575
AGO,BWA,427.986108
AGO,CAF,0.080446
AGO,CAN,86657.776233
AGO,CCK,0.755232
AGO,CHE,12297.411396
AGO,CHL,5692.857419
AGO,CHN,1688904.641338
AGO,CIV,3953.013331
AGO,CMR,4798.403968
AGO,COG,10985.328787
AGO,COK,0.940217
AGO,COL,1663.208679
AGO,CPV,9964.804262
AGO,CRI,45.559213
AGO,CUB,456.193607
AGO,CUW,41.267175
AGO,CYM,95.81896
AGO,CYP,1057.877701
AGO,CZE,8874.343277
AGO,DEU,185491.883152
AGO,DMA,37.06748
AGO,DNK,40587.943528
AGO,DOM,129.842036
AGO,DZA,576.105594
AGO,EAS,2700249.881927
AGO,ECS,4741727.152571
AGO,ECU,457.160496
AGO,EGY,21916.914821
AGO,ERI,12.166952
AGO,ESH,0.268622
AGO,ESP,130354.249103
AGO,EST,1039.860834
AGO,ETH,1466.484397
AGO,FIN,4205.589556
AGO,FLK,2.111464
AGO,FRA,411360.213522
AGO,FRO,0.465971
AGO,GAB,1065.137428
AGO,GBR,539546.476646
AGO,GEO,966.37965
AGO,GHA,4305.567343
AGO,GIB,0.925829
AGO,GIN,653.406469
AGO,GMB,0.77691
AGO,GNB,23.355287
AGO,GNQ,126.366175
AGO,GRC,2381.593505
AGO,GTM,40.697551
AGO,GUY,16.33185
AGO,HKG,46002.834916
AGO,HND,48.559782
AGO,HRV,841.220781
AGO,HTI,0.577903
AGO,HUN,8045.974549
AGO,IDN,164768.842832
AGO,IND,745723.527218
AGO,IOT,0.417345
AGO,IRL,22691.723112
AGO,IRN,650.352497
AGO,IRQ,5.908747
AGO,ISL,223.838697
AGO,ISR,10924.789252
AGO,ITA,427046.959445
AGO,JAM,13.380368
AGO,JOR,1481.730272
AGO,JPN,138279.835191
AGO,KAZ,50.666441
AGO,KEN,2750.43093
AGO,KGZ,0.561918
AGO,KHM,38.703351
AGO,KOR,218808.427583
AGO,KWT,4713.912057
AGO,LAO,5.553557
AGO,LBN,21407.260812
AGO,LBR,844.617499
AGO,LCA,401.75763
AGO,LCN,740569.540094
AGO,LKA,2056.830765
AGO,LSO,2.805346
AGO,LTU,20736.874758
AGO,LUX,783.641392
AGO,LVA,4917.908382
AGO,MAC,493.508462
AGO,MAR,24347.665938
AGO,MDA,99.994154
AGO,MDG,0.215718
AGO,MEA,650869.765486
AGO,MEX,26521.269441
AGO,MHL,102.458939
AGO,MKD,20.012586
AGO,MLI,65.435957
AGO,MLT,186177.805946
AGO,MMR,0.449925
AGO,MOZ,1714.170713
AGO,MRT,709.3498
AGO,MSR,71.345312
AGO,MUS,2613.898133
AGO,MWI,295.987046
AGO,MYS,208749.435903
AGO,NAC,610356.68725
AGO,NAM,34917.165064
AGO,NCL,7.940067
AGO,NER,35.975536
AGO,NFK,3.341427
AGO,NGA,3996.775876
AGO,NIC,52.043964
AGO,NLD,432100.821507
AGO,NOR,174044.440376
AGO,NPL,1.037598
AGO,NRU,2.847871
AGO,NZL,3154.00814
AGO,OAS,10323.302393
AGO,OMN,2734.140282
AGO,PAK,16362.681351
AGO,PAN,4777.601142
AGO,PER,382.996797
AGO,PHL,683.665807
AGO,PNG,0.094412
AGO,POL,18257.529816
AGO,PRK,1648.905558
AGO,PRT,1357979.633711
AGO,PRY,5530.703061
AGO,PYF,0.052445
AGO,QAT,12182.584289
AGO,ROM,9018.173544
AGO,RUS,184940.977497
AGO,RWA,125.334346
AGO,SAS,764963.461561
AGO,SAU,41902.62051
AGO,SEN,306.687584
AGO,SER,679.892949
AGO,SGP,61773.571637
AGO,SHN,1.262057
AGO,SLB,0.044813
AGO,SLE,7.030784
AGO,SLV,0.36938
AGO,SOM,4.455925
AGO,SSF,1159439.841871
AGO,STP,142.609803
AGO,SUD,204.605525
AGO,SVK,881.418306
AGO,SVN,955.77572
AGO,SWE,74222.548775
AGO,SWZ,6331.498825
AGO,SYR,205.01794
AGO,TCA,305.158253
AGO,TGO,687689.058077
AGO,THA,154310.360372
AGO,TKL,13.424045
AGO,TMP,27.661861
AGO,TON,0.076589
AGO,TTO,5070.503178
AGO,TUN,9597.496975
AGO,TUR,243920.646964
AGO,TZA,1856.609343
AGO,UGA,963.351527
AGO,UKR,21989.575227
AGO,UMI,28.683865
AGO,URY,1399.44247
AGO,USA,523006.089826
AGO,UZB,226.071607
AGO,VAT,0.001012
AGO,VCT,18948.993213
AGO,VEN,21.224138
AGO,VGB,56.090549
AGO,VNM,8860.764513
AGO,VUT,57.168895
AGO,WLD,11378927.920701
AGO,ZAF,355515.704556
AGO,ZAR,6827.516975
AGO,ZMB,1684.998718
AGO,ZWE,575.480569
ARG,AFG,0.65572
ARG,AGO,8771.18452
ARG,ALB,1093.31207
ARG,AND,5.14091
ARG,ARE,337555.02114
ARG,ARM,49.59556
ARG,ATG,0.14826
ARG,AUS,408839.02991
ARG,AUT,182757.22691
ARG,AZE,1006.7699
ARG,BDI,3.69486
ARG,BEL,467590.28956
ARG,BEN,25.7728
ARG,BFA,21.10602
ARG,BGD,14043.97661
ARG,BGR,36729.65504
ARG,BHR,89551.74908
ARG,BHS,2.54849
ARG,BIH,2568.71486
ARG,BLR,5709.70412
ARG,BLZ,6.45978
ARG,BOL,1054924.7076
ARG,BRA,12391978.58168
ARG,BRB,20.60223
ARG,BRN,90.81086
ARG,BTN,5.8062
ARG,CAF,0.19527
ARG,CAN,423990.68847
ARG,CHE,532256.95423
ARG,CHL,695693.06168
ARG,CHN,13525039.27786
ARG,CIV,8791.79849
ARG,CMR,384.28441
ARG,COG,54787.51573
ARG,COL,354092.64983
ARG,COM,28.7817
ARG,CRI,17555.96544
ARG,CUB,5614.74458
ARG,CYP,1355.50392
ARG,CZE,177720.26167
ARG,DEU,2527151.61053
ARG,DJI,0.15507
ARG,DMA,9.31324
ARG,DNK,146784.05703
ARG,DOM,5256.15856
ARG,DZA,46695.00814
ARG,EAS,19688105.00786
ARG,ECS,11492774.25607
ARG,ECU,313783.10708
ARG,EGY,575068.23212
ARG,ERI,0.00395
ARG,ESP,1083499.1748
ARG,EST,8275.65503
ARG,ETH,520.14782
ARG,FIN,148213.49893
ARG,FJI,0.87295
ARG,FRA,1002648.52044
ARG,FRE,51304.43281
ARG,GAB,737.95066
ARG,GBR,540517.0526
ARG,GEO,886.10836
ARG,GHA,2173.50832
ARG,GIB,0.16112
ARG,GIN,4.12857
ARG,GMB,0.07844
ARG,GRC,19926.76099
ARG,GRD,754.85251
ARG,GTM,3542.35853
ARG,GUY,7.49102
ARG,HKG,11252.8384
ARG,HND,1498.59173
ARG,HRV,3387.96549
ARG,HTI,125.69535
ARG,HUN,276671.53102
ARG,IDN,378529.17142
ARG,IND,1393779.18869
ARG,IRL,274678.30027
ARG,IRN,2229.03302
ARG,IRQ,1.81278
ARG,ISL,2460.51041
ARG,ISR,152578.96682
ARG,ITA,1312008.105
ARG,JAM,26.29507
ARG,JOR,997.54857
ARG,JPN,1140317.65863
ARG,KAZ,20347.56039
ARG,KEN,540.92359
ARG,KGZ,9.26661
ARG,KHM,13717.37736
ARG,KNA,100.37897
ARG,KOR,648251.40704
ARG,KWT,15723.50263
ARG,LAO,462.38165
ARG,LBN,516.24459
ARG,LCN,20067318.915
ARG,LKA,15684.12238
ARG,LSO,43.24346
ARG,LTU,67887.0011
ARG,LUX,12940.22581
ARG,LVA,6495.15128
ARG,MAC,1630.45232
ARG,MAR,326232.67514
ARG,MDA,109.32555
ARG,MDG,1633.05808
ARG,MDV,1.38067
ARG,MEA,2542278.8107
ARG,MEX,1403147.17964
ARG,MKD,2510.86734
ARG,MLI,7.87814
ARG,MLT,1225.71423
ARG,MMR,2615.87099
ARG,MNT,0.59159
ARG,MOZ,1497.07084
ARG,MUS,243.74166
ARG,MWI,117.9922
ARG,MYS,529105.11502
ARG,NAC,6346107.79651001
ARG,NAM,6.3214
ARG,NER,10.22342
ARG,NGA,17950.66064
ARG,NIC,399.88624
ARG,NLD,726764.68944
ARG,NOR,71483.52613
ARG,NPL,10.06389
ARG,NZL,24869.7308
ARG,OAS,522726.77206
ARG,OMN,199212.22117
ARG,PAK,46971.62332
ARG,PAN,832.52578
ARG,PER,191689.83458
ARG,PHL,125575.09351
ARG,PNG,39.98734
ARG,POL,235856.12512
ARG,PRT,169349.54595
ARG,PRY,2914632.50389
ARG,PSE,114.39834
ARG,QAT,463008.70164
ARG,ROM,92640.64964
ARG,RUS,650710.26047
ARG,RWA,7.88334
ARG,SAS,1470496.81748
ARG,SAU,317583.62206
ARG,SEN,1.44163
ARG,SER,15624.5781
ARG,SGP,140120.00667
ARG,SLE,35.09898
ARG,SLV,676.37119
ARG,SMR,439.74132
ARG,SOM,1509.44592
ARG,SSF,313525.58816
ARG,STP,0.57924
ARG,SUD,226.34825
ARG,SUR,1.08258
ARG,SVK,63735.70566
ARG,SVN,19043.27879
ARG,SWE,245824.60943
ARG,SWZ,10.90585
ARG,SYC,44.87638
ARG,SYR,65.71364
ARG,TGO,0.00103
ARG,THA,1553260.3853
ARG,TKM,1326.12771
ARG,TON,0.47949
ARG,TTO,39883.29196
ARG,TUN,14027.83639
ARG,TUR,312977.97335
ARG,TUV,0.2331
ARG,TZA,240.46106
ARG,UGA,84.59206
ARG,UKR,20371.43706
ARG,UNS,688658.30981
ARG,URY,540892.89658
ARG,USA,5922117.10804001
ARG,UZB,374.03858
ARG,VEN,6586.98883
ARG,VNM,1184385.82322
ARG,VUT,0.47528
ARG,WLD,63183637.61417
ARG,WSM,0.52874
ARG,YEM,5.05247
ARG,ZAF,212678.72513
ARG,ZAR,0.3758
ARG,ZMB,176.13117
ARG,ZWE,433.80558
ARM,AFG,14.74815
ARM,AIA,906.06865
ARM,ALB,1595.3915
ARM,AND,0.26614
ARM,ARE,37214.69909
ARM,ARG,4672.68464
ARM,ASM,5.45171
ARM,ATG,1.16164
ARM,AUS,5949.23837
ARM,AUT,23091.11223
ARM,AZE,722.114
ARM,BDI,0.50644
ARM,BEL,52876.65098
ARM,BES,114.83953
ARM,BFA,0.28111
ARM,BGD,16739.08069
ARM,BGR,29135.28553
ARM,BHR,16.71198
ARM,BHS,1.49538
ARM,BIH,530.94651
ARM,BLR,57865.18597
ARM,BOL,13.26597
ARM,BRA,54916.26487
ARM,BRB,95.19994
ARM,BRN,0.81592
ARM,CAF,0.01671
ARM,CAN,20480.71107
ARM,CHE,25873.93427
ARM,CHL,2614.80909
ARM,CHN,861774.88363
ARM,CIV,1752.95123
ARM,CMR,166.0869
ARM,COG,0.00228
ARM,COK,0.08555
ARM,COL,1115.99503
ARM,COM,0.29085
ARM,CPV,0.82388
ARM,CRI,2527.15972
ARM,CUB,255.55008
ARM,CYM,0.01743
ARM,CYP,727.04792
ARM,CZE,18436.95121
ARM,DEU,208649.88126
ARM,DJI,0.03368
ARM,DMA,0.53074
ARM,DNK,13945.23855
ARM,DOM,197.03654
ARM,EAS,1100716.51527
ARM,ECS,3202834.53517
ARM,ECU,16105.78519
ARM,EGY,14102.55636
ARM,ESH,0.00917
ARM,ESP,38598.04315
ARM,EST,1675.70146
ARM,ETH,586.67735
ARM,FIN,25481.83921
ARM,FJI,4.53286
ARM,FLK,1.12967
ARM,FRA,83524.21516
ARM,FRO,322.16749
ARM,GBR,33553.0827
ARM,GEO,121366.92431
ARM,GHA,465.22548
ARM,GMB,0.03183
ARM,GNQ,0.02836
ARM,GRC,21493.2124
ARM,GRD,2.26937
ARM,GRL,37.37922
ARM,GTM,158.57257
ARM,GUM,0.01406
ARM,GUY,0.48853
ARM,HKG,10980.67386
ARM,HND,148.28899
ARM,HRV,963.44479
ARM,HTI,2.94095
ARM,HUN,15715.11204
ARM,IDN,27986.90004
ARM,IND,89284.10178
ARM,IRL,12966.74522
ARM,IRN,437562.703465
ARM,IRQ,4740.40915
ARM,ISL,647.10114
ARM,ISR,13559.30111
ARM,ITA,223592.47505
ARM,JAM,3.29075
ARM,JOR,778.48555
ARM,JPN,53740.19277
ARM,KAZ,7795.11032
ARM,KEN,108.62259
ARM,KGZ,157.35325
ARM,KHM,4659.87457
ARM,KIR,0.00371
ARM,KNA,1.74388
ARM,KOR,46651.98202
ARM,KWT,1.82838
ARM,LAO,192.73571
ARM,LBN,860.87534
ARM,LBY,0.47986
ARM,LCA,0.00837
ARM,LCN,99867.69343
ARM,LKA,2752.16111
ARM,LSO,0.25366
ARM,LTU,4696.38876
ARM,LUX,983.91263
ARM,LVA,4494.38124
ARM,MAC,3.15822
ARM,MAR,5941.5802
ARM,MDA,1192.26737
ARM,MDG,408.70963
ARM,MDV,8.8967
ARM,MEA,519763.493405
ARM,MEX,14034.67433
ARM,MHL,0.49481
ARM,MKD,1411.46479
ARM,MLT,64.17901
ARM,MMR,2369.87429
ARM,MNG,0.1611
ARM,MNT,221.39469
ARM,MOZ,18.71099
ARM,MRT,0.23593
ARM,MSR,0.00643
ARM,MUS,615.12665
ARM,MWI,3703.73749
ARM,MYS,11638.69284
ARM,NAC,127414.49152
ARM,NAM,4.2572
ARM,NFK,0.00707
ARM,NGA,691.29247
ARM,NIC,23.65204
ARM,NIU,12.24955
ARM,NLD,37144.66451
ARM,NOR,2792.23157
ARM,NPL,31.82901
ARM,NZL,8422.27085
ARM,OMN,177.84839
ARM,PAK,5873.66275
ARM,PAN,18.27014
ARM,PCN,1.01552
ARM,PER,1447.95693
ARM,PHL,3373.1968
ARM,PNG,35.52759
ARM,POL,45218.6283
ARM,PRK,55.98063
ARM,PRT,7153.77308
ARM,PRY,1304.84486
ARM,PSE,138.96903
ARM,QAT,345.9644
ARM,ROM,19096.56297
ARM,RUS,1784986.1866
ARM,RWA,4.48142
ARM,SAS,114704.48019
ARM,SAU,1444.87345
ARM,SEN,0.59308
ARM,SER,2128.12492
ARM,SGP,2763.17969
ARM,SLE,255.62254
ARM,SLV,190.56369
ARM,SMR,333.32048
ARM,SOM,9.62717
ARM,SSF,29835.61253
ARM,STP,3.37551
ARM,SUD,253.84499
ARM,SUR,0.01249
ARM,SVK,9992.19088
ARM,SVN,10498.52562
ARM,SWE,15389.33315
ARM,SWZ,8.21632
ARM,SYC,12.24422
ARM,SYR,705.06136
ARM,TCA,0.16199
ARM,TCD,0.01822
ARM,TGO,129.91252
ARM,THA,23581.0145
ARM,TJK,57.82442
ARM,TKL,0.20226
ARM,TKM,6068.0549
ARM,TTO,1.62241
ARM,TUN,2242.10315
ARM,TUR,72678.0724999999
ARM,TZA,164.60836
ARM,UGA,628.73242
ARM,UKR,143130.71403
ARM,UNS,127339.58674
ARM,URY,6.15886
ARM,USA,106933.78045
ARM,UZB,11826.60478
ARM,VAT,0.02234
ARM,VEN,5.21602
ARM,VGB,0.25124
ARM,VNM,36525.48562
ARM,VUT,0.1791
ARM,WLD,5323905.109255
ARM,YEM,3.79948
ARM,ZAF,5868.53895
ARM,ZAR,188.68783
ARM,ZMB,159.7874
ARM,ZWE,13877.29754
ABW,BRA,29625.0085208348
ABW,CHE,16234.6478157842
ABW,CHN,39232.7307317347
ABW,COL,33970.5229847028
ABW,CUW,17196.2924949624
ABW,EAS,53039.0769057803
ABW,ECS,222560.891833959
ABW,ESP,24414.3192088307
ABW,KOR,13806.3461740456
ABW,LCN,150558.842569858
ABW,MEX,22810.0912984894
ABW,NAC,594199.130727936
ABW,NLD,181911.924809344
ABW,PAN,50400.818842421
ABW,PRY,13752.4009234096
ABW,UNS,132219.69981168
ABW,USA,594199.130727936
ABW,WLD,1169773.93434417
AUS,AFG,1432.13297255876
AUS,AGO,29.002025421486
AUS,AIA,26.4334724828824
AUS,ALB,3959.07041148961
AUS,ARE,967528.53682668
AUS,ARG,661588.25145283
AUS,ARM,1413.90268888493
AUS,ASM,7139.05066919919
AUS,ATA,2.8621323226522
AUS,ATG,88.8109937840905
AUS,AUT,1462026.81852052
AUS,AZE,42526.289838683
AUS,BDI,528.615717163556
AUS,BEL,2501294.90774089
AUS,BFA,174.92894020422
AUS,BGD,934669.116855144
AUS,BGR,75940.4012922934
AUS,BHR,95053.6150539695
AUS,BHS,41.566925588227
AUS,BIH,14829.6861598551
AUS,BLR,9784.83619110012
AUS,BLZ,3469.07485121376
AUS,BMU,173.874960017718
AUS,BOL,9662.26656914742
AUS,BRA,716536.649783797
AUS,BRB,2830.95463526729
AUS,BRN,1687131.5335895
AUS,BTN,161.111621461011
AUS,BWA,9065.99231817385
AUS,CAF,6.3658470006651
AUS,CAN,1912464.00460597
AUS,CCK,66.6284053521905
AUS,CHE,2751820.2282488
AUS,CHL,503717.207777736
AUS,CHN,72858757.972878
AUS,CIV,475410.493008814
AUS,CMR,1047.87768355845
AUS,COG,208401.658277316
AUS,COK,84.568320220462
AUS,COL,117433.239044586
AUS,COM,112.999495170324
AUS,CPV,56.819051410147
AUS,CRI,132099.058831513
AUS,CUB,8712.39597901908
AUS,CUW,103.656033426844
AUS,CXR,26.2882602861411
AUS,CYM,606.959150854712
AUS,CYP,30330.491773371
AUS,CZE,708899.01467693
AUS,DEU,11185263.3532341
AUS,DJI,744.90427754017
AUS,DMA,80.344228800079
AUS,DNK,1172132.19538923
AUS,DOM,52189.9445037714
AUS,DZA,129618.314759528
AUS,EAS,150256214.94945
AUS,ECS,51309280.4855282
AUS,ECU,21526.25001364
AUS,EGY,46863.3864302146
AUS,ERI,446.276931121616
AUS,ESP,2378721.71465287
AUS,EST,116970.18914923
AUS,ETH,28983.6746502248
AUS,FIN,1114142.01971852
AUS,FJI,145917.12089125
AUS,FLK,6.4694809288759
AUS,FRA,4632945.95225016
AUS,FSM,43.2478895380272
AUS,GAB,128879.389529399
AUS,GBR,5592647.52749699
