Reporting_country,Partner_country,Export_value
EGY,CAN,263657.620867468
EGY,CHE,913345.115332371
EGY,CHL,30408.2525012531
EGY,CHN,10009614.8862732
EGY,CIV,13689.3112462578
EGY,CMR,1268.98895769997
EGY,COG,112317.062001421
EGY,COL,136118.908933244
EGY,COM,149.696620086239
EGY,CPV,0.7438217008414
EGY,CRI,5686.48275744894
EGY,CUB,0.95592524505
EGY,CYP,22832.7225381751
EGY,CZE,515594.611290701
EGY,DEU,3297070.3711885
EGY,DJI,2433.10620888081
EGY,DMA,676.78712439052
EGY,DNK,246888.595770292
EGY,DOM,831.093749741309
EGY,DZA,59538.4984577599
EGY,EAS,16095429.9244911
EGY,ECS,25835473.2534874
EGY,ECU,7922.62069167461
EGY,ERI,28.4746940284487
EGY,ESP,1400341.39400198
EGY,EST,21675.1574101994
EGY,ETH,6627.52352094026
EGY,FIN,513365.23377039
EGY,FRA,1438282.65447861
EGY,GAB,210.600031361208
EGY,GBR,1195210.90693241
EGY,GEO,31416.1279003697
EGY,GHA,15928.5922313683
EGY,GIN,267.260246758068
EGY,GMB,8.4496210737374
EGY,GNB,14.7193899769712
EGY,GRC,312613.5418444
EGY,GRD,2.8161890103745
EGY,GTM,33279.0648526344
EGY,HKG,44899.800335328
EGY,HND,58.666618431276
EGY,HRV,82049.7312397831
EGY,HTI,9.3927885040325
EGY,HUN,276071.30222989
EGY,IDN,1179598.95691394
EGY,IND,2470388.50748008
EGY,IRL,322352.08064995
EGY,IRN,10440.8858739845
EGY,IRQ,322807.722304226
EGY,ISL,18010.9031769334
EGY,ISR,43985.6147354613
EGY,ITA,2380659.13643385
EGY,JAM,1056.97899956362
EGY,JOR,138555.418719872
EGY,JPN,745925.872088735
EGY,KAZ,4496.53947878654
EGY,KEN,198512.376330058
EGY,KHM,4920.74698204525
EGY,KOR,1387297.85407599
EGY,KWT,1216009.04761363
EGY,LAO,68.5503133801085
EGY,LBN,195311.858699905
EGY,LBR,11.2500876546552
EGY,LBY,63740.4146374242
EGY,LCN,3608174.02752824
EGY,LKA,25125.069945554
EGY,LSO,208.086504710884
EGY,LTU,58546.3906329562
EGY,LUX,11693.1134217486
EGY,LVA,35522.3927899366
EGY,MAC,6.9669768638577
EGY,MAR,193559.525553944
EGY,MDA,7744.15016560741
EGY,MDG,1631.87150998149
EGY,MDV,222.633808328512
EGY,MEA,11282713.9296176
EGY,MEX,120852.796968369
EGY,MHL,174.696019282059
EGY,MKD,2570.4910890094
EGY,MLI,38.6634266086199
EGY,MLT,66244.6161657112
EGY,MNG,8.8012545476628
EGY,MNT,143.918657622954
EGY,MOZ,2327.64872505042
EGY,MRT,202.56182887948
EGY,MSR,19.1334826611752
EGY,MUS,183.462727567071
EGY,MWI,18278.3901758073
EGY,MYS,446603.240871381
EGY,NAC,5369096.62029928
EGY,NAM,76.1119128200511
EGY,NER,6.9231123275713
EGY,NGA,6502.04088425502
EGY,NIC,8.9362544591839
EGY,NLD,1025132.50878891
EGY,NOR,281564.50893639
EGY,NPL,13.7406708206952
EGY,NZL,134586.211892664
EGY,OAS,370725.662059944
EGY,OMN,269616.690742891
EGY,PAK,53887.8517633956
EGY,PAN,5349.91652673913
EGY,PER,7639.76087694247
EGY,PHL,15901.2835794921
EGY,PNG,308.588445224489
EGY,POL,412687.293030755
EGY,PRT,171260.004756237
EGY,PRY,34799.9945723388
EGY,PSE,300.919971999828
EGY,QAT,32963.5406913151
EGY,ROM,623123.287990009
EGY,RUS,2481819.4092373
EGY,RWA,416.16292282841
EGY,SAS,2598644.98331335
EGY,SAU,6251339.36903541
EGY,SEN,1817.36577269182
EGY,SER,41776.4046119828
EGY,SGP,172578.359071709
EGY,SLB,14.6130774108181
EGY,SLE,4223.99238375034
EGY,SLV,39.6744151932283
EGY,SMR,714.647729119166
EGY,SOM,1177.87114259789
EGY,SSD,194.824234365467
EGY,SSF,814450.050665043
EGY,STP,0.095880165
EGY,SUD,177847.76550969
EGY,SUR,135.914362841978
EGY,SVK,245470.995444114
EGY,SVN,57203.29720609
EGY,SWE,718630.988296764
EGY,SWZ,5875.07340425024
EGY,SYC,379.237293528763
EGY,SYR,57615.5721108843
EGY,TCD,2836.16897235078
EGY,TGO,131.152899515984
EGY,THA,768070.846217427
EGY,TJK,12.1967694125981
EGY,TKM,3426.93551091103
EGY,TTO,1.2824234141201
EGY,TUN,60930.1850062908
EGY,TUR,3131219.25122155
EGY,TZA,4142.52962711643
EGY,UGA,13777.0453819425
EGY,UKR,1397580.42957731
EGY,UNS,7627699.51813641
EGY,URY,219324.849203909
EGY,USA,5105391.09258777
EGY,UZB,32580.1337982445
EGY,VEN,85819.211755924
EGY,VGB,83.6245277228963
EGY,VNM,737086.755425272
EGY,VUT,6.85958660465
EGY,WLD,73781228.8672088
EGY,YEM,42878.5894218531
EGY,ZAF,55083.6666231928
EGY,ZAR,16717.3917720832
EGY,ZMB,276525.997035576
EGY,ZWE,20435.6365014718
SLV,ABW,0.5
SLV,AGO,2.34649
SLV,AIA,0.58594
SLV,ALB,38.53517
SLV,AND,3315.89756
SLV,ARE,15225.21217
SLV,ARG,81579.57667
SLV,ARM,58.76911
SLV,ASM,31.01828
SLV,ATA,0.3845
SLV,ATG,0.70526
SLV,AUS,10258.88393
SLV,AUT,18519.97024
SLV,BEL,33694.58477
SLV,BEN,0.12302
SLV,BES,0.30447
SLV,BGD,14194.62156
SLV,BGR,3647.75407
SLV,BHR,2160.10921
SLV,BHS,14.09051
SLV,BIH,20.45855
SLV,BLM,10.6032
SLV,BLR,67.03912
SLV,BLZ,353.63804
SLV,BMU,0.46444
SLV,BOL,1423.5164
SLV,BRA,172446.68573
SLV,BRB,267.75986
SLV,BRN,59.21241
SLV,BTN,12.17215
SLV,CAN,120354.10785
SLV,CCK,37.95749
SLV,CHE,38727.6375
SLV,CHL,103963.98037
SLV,CHN,2492983.93285
SLV,CMR,21.90433
SLV,COL,174948.71786
SLV,COM,2.38436
SLV,CPV,87.14868
SLV,CRI,331529.10965
SLV,CUB,296.5866
SLV,CUW,4022.47173
SLV,CXR,1.14177
SLV,CYM,0.82825
SLV,CYP,936.47893
SLV,CZE,11748.44802
SLV,DEU,194594.39609
SLV,DMA,4.37413
SLV,DNK,19368.62902
SLV,DOM,26357.67945
SLV,DZA,218.76674
SLV,EAS,3724193.60899
SLV,ECS,1208831.27935
SLV,ECU,65493.5422
SLV,EGY,6161.86376
SLV,ESP,251340.15415
SLV,EST,15001.48775
SLV,ETH,1463.58693
SLV,FIN,71462.80013
SLV,FJI,1.41927
SLV,FRA,75566.70808
SLV,GAB,52.42187
SLV,GBR,44251.75946
SLV,GEO,59.94909
SLV,GHA,1.89621
SLV,GRC,2925.13612
SLV,GRD,11.64222
SLV,GTM,1462450.95525
SLV,GUY,128.80924
SLV,HKG,15629.93407
SLV,HMD,0.09469
SLV,HND,848900.92831
SLV,HRV,2268.10261
SLV,HTI,133.14343
SLV,HUN,4294.22529
SLV,IDN,58502.54041
SLV,IND,219698.64952
SLV,IRL,22467.69941
SLV,IRN,187.52429
SLV,ISL,30.30105
SLV,ISR,10165.78084
SLV,ITA,110099.31142
SLV,JAM,84.59195
SLV,JOR,175.25446
SLV,JPN,307044.04278
SLV,KAZ,203.30118
SLV,KEN,114.72953
SLV,KHM,3892.84661
SLV,KIR,0.10672
SLV,KNA,10.66782
SLV,KOR,344057.90911
SLV,KWT,603.33398
SLV,LAO,69.89328
SLV,LBN,10.56897
SLV,LBR,0.14822
SLV,LBY,0.09207
SLV,LCN,5071533.82178
SLV,LKA,6643.84784
SLV,LSO,97.75832
SLV,LTU,1329.63261
SLV,LUX,408.21054
SLV,LVA,884.59461
SLV,MAC,104.35751
SLV,MAR,1982.46294
SLV,MDA,2.61217
SLV,MDG,39.49234
SLV,MEA,77648.79579
SLV,MEX,1181696.57734
SLV,MKD,491.3804
SLV,MLI,74.84153
SLV,MLT,110.28838
SLV,MMR,473.87148
SLV,MNG,0.335
SLV,MNP,1.84136
SLV,MNT,2.12852
SLV,MOZ,1.55671
SLV,MSR,1.63773
SLV,MUS,48.1097
SLV,MYS,42784.15983
SLV,NAC,4153812.15457
SLV,NAM,11.45533
SLV,NCL,178.26588
SLV,NER,6.71033
SLV,NGA,1024.52049
SLV,NIC,394925.56731
SLV,NLD,49356.97043
SLV,NOR,2153.91367
SLV,NPL,7.35857
SLV,NRU,2.82071
SLV,NZL,18948.41476
SLV,OAS,121145.56116
SLV,OMN,5692.08807
SLV,PAK,7139.39238
SLV,PAN,107886.16079
SLV,PCN,66.77732
SLV,PER,43311.79248
SLV,PHL,5017.28663
SLV,PLW,1.67228
SLV,PNG,3.03378
SLV,POL,11568.21359
SLV,PRK,53.18566
SLV,PRT,14950.31688
SLV,PRY,4994.02589
SLV,PYF,2.74594
SLV,QAT,1464.29897
SLV,ROM,1360.76797
SLV,RUS,100630.23379
SLV,SAS,247696.04202
SLV,SAU,32218.48963
SLV,SEN,701.09823
SLV,SER,1163.96167
SLV,SGP,171813.24394
SLV,SLE,25.38928
SLV,SMR,22.06753
SLV,SSF,8244.52525
SLV,SUD,0.58808
SLV,SUR,24.55751
SLV,SVK,3325.35546
SLV,SVN,1328.94195
SLV,SWE,24329.8826
SLV,SWZ,630.94241
SLV,SXM,0.26195
SLV,SYC,0.20804
SLV,TCA,0.31525
SLV,TCD,34.92977
SLV,TGO,0.68049
SLV,THA,96799.95272
SLV,TKL,38.07894
SLV,TKM,0.52118
SLV,TMP,0.11154
SLV,TTO,2361.53383
SLV,TUN,1031.55878
SLV,TUR,69162.30267
SLV,TZA,12.10862
SLV,UGA,10.89037
SLV,UKR,1649.73722
SLV,UMI,14.42908
SLV,UNS,88.97075
SLV,URY,52818.85021
SLV,USA,4033457.58228
SLV,VAT,12.04626
SLV,VCT,0.371
SLV,VEN,144.95487
SLV,VGB,0.09833
SLV,VNM,155477.44714
SLV,VUT,1.94382
SLV,WLD,14617415.47254
SLV,WLF,10.69264
SLV,YEM,241.10253
SLV,ZAF,3758.48353
SLV,ZAR,18.17567
SLV,ZWE,0.48445
EST,ABW,0.11376
EST,AFG,10.63917
EST,AIA,0.20604
EST,ALB,13727.47045
EST,AND,7.27356
EST,ARE,6343.7799
EST,ARG,3668.8254
EST,ARM,1227.85079
EST,ASM,0.47363
EST,ATA,81.07478
EST,ATF,0.0518
EST,ATG,100.74654
EST,AUS,8281.25187
EST,AUT,187363.21722
EST,AZE,3551.81925
EST,BEL,355255.49449
EST,BEN,2.339
EST,BES,0.09608
EST,BFA,99.47089
EST,BGD,37388.95616
EST,BGR,27909.35916
EST,BHR,552.57579
EST,BHS,17.08747
EST,BIH,1514.36137
EST,BLM,117.40279
EST,BLR,824070.99939
EST,BLZ,7.75771
EST,BMU,0.17703
EST,BOL,191.42982
EST,BRA,44517.21172
EST,BRB,86.63272
EST,BWA,16.88061
EST,CAF,2.89508
EST,CAN,40285.69327
EST,CHE,326127.33852
EST,CHL,9378.23344
EST,CHN,2108423.16676
EST,CIV,31582.91614
EST,CMR,1479.9747
EST,COG,4.41303
EST,COL,4888.0329
EST,COM,0.40271
EST,CPV,2.27033
EST,CRI,6868.015
EST,CUB,297.70622
EST,CXR,0.12068
EST,CYP,14396.2037
EST,CZE,306770.79157
EST,DEU,2255872.95232
EST,DMA,47.17745
EST,DNK,287861.09566
EST,DOM,6604.05038
EST,DZA,243.93478
EST,EAS,3237892.59223
EST,ECS,18048829.62667
EST,ECU,19372.73216
EST,EGY,9170.54152
EST,ERI,0.82431
EST,ESP,345083.6239
EST,ETH,1154.19531
EST,FIN,2053515.17018
EST,FJI,13.11901
EST,FRA,554395.76844
EST,FRO,489.74649
EST,FSM,0.18683
EST,GAB,9803.8883
EST,GBR,398466.14427
EST,GEO,10274.95726
EST,GHA,23576.31312
EST,GIN,90.42468
EST,GMB,4.18522
EST,GNQ,112.73672
EST,GRC,23223.15544
EST,GRD,151.30435
EST,GRL,1321.32646
EST,GTM,1906.71624
EST,GUM,13.99653
EST,GUY,60.23925
EST,HKG,32291.12327
EST,HND,695.90578
EST,HRV,13209.59265
EST,HTI,6.53881
EST,HUN,156732.12817
EST,IDN,242405.31777
EST,IND,88094.85219
EST,IOT,0.36032
EST,IRL,49893.63644
EST,IRN,1689.00933
EST,IRQ,0.07363
EST,ISL,8277.95844
EST,ISR,17175.55223
EST,ITA,640849.90488
EST,JAM,1156.3724
EST,JOR,324.14203
EST,JPN,352250.31945
EST,KAZ,127821.54099
EST,KEN,1560.68532
EST,KGZ,848.82626
EST,KHM,18383.61344
EST,KNA,7.48495
EST,KOR,115057.12363
EST,KWT,16.12396
EST,LAO,368.13108
EST,LBN,33.62429
EST,LBR,631.75001
EST,LBY,31454.66319
EST,LCN,154062.78953
EST,LKA,8824.8332
EST,LSO,22.71984
EST,LTU,1327030.50495
EST,LUX,11222.1749
EST,LVA,1067916.84999
EST,MAC,58.94731
EST,MAR,11611.38577
EST,MDA,3892.07802
EST,MDG,1120.74701
EST,MDV,0.03227
EST,MEA,127916.63986
EST,MEX,36810.02811
EST,MKD,1964.86978
EST,MLI,2.92815
EST,MLT,3449.04226
EST,MMR,6615.81661
EST,MNG,634.10741
EST,MNP,0.17352
EST,MNT,504.33223
EST,MOZ,17.83241
EST,MRT,16.7679
EST,MUS,400.15759
EST,MWI,14.60944
EST,MYS,134507.17582
EST,NAC,505078.77386
EST,NAM,466.51891
EST,NER,37.2283
EST,NGA,1174.25004
EST,NIC,123.35518
EST,NIU,5.07662
EST,NLD,605996.05309
EST,NOR,164301.04184
EST,NPL,52.40528
EST,NZL,9835.02635
EST,OAS,151127.04395
EST,OMN,1112.7477
EST,PAK,22194.69283
EST,PAN,3443.68156
EST,PER,8775.36025
EST,PHL,20814.63159
EST,PNG,53.77198
EST,POL,1226539.6085
EST,PRK,16.07305
EST,PRT,36857.93775
EST,PRY,58.50298
EST,QAT,6.46411
EST,ROM,68387.83529
EST,RUS,2773259.06339
EST,RWA,0.3354
EST,SAS,156566.4111
EST,SAU,40445.93387
EST,SEN,289.29805
EST,SER,12395.60425
EST,SGP,15338.01935
EST,SGS,0.63896
EST,SLB,0.25484
EST,SLE,623.45812
EST,SLV,326.43869
EST,SMR,229.67095
EST,SOM,106.36333
EST,SSF,110459.22436
EST,SUR,132.68826
EST,SVK,151185.02283
EST,SVN,43370.69818
EST,SWE,1089806.10813
EST,SWZ,44.27903
EST,SYC,2028.8858
EST,SYR,10.95297
EST,TCD,12.80022
EST,TGO,921.85867
EST,THA,58387.79079
EST,TJK,18.72902
EST,TKL,45.5154
EST,TKM,36.52856
EST,TTO,157.43822
EST,TUN,4276.09253
EST,TUR,215660.72447
EST,TZA,100.99779
EST,UGA,86.96339
EST,UKR,155683.81465
EST,UMI,0.67617
EST,UNS,1711147.15672
EST,URY,1666.6019
EST,USA,464792.90356
EST,UZB,9513.59261
EST,VEN,2538.37991
EST,VGB,17.45702
EST,VNM,114136.20319
EST,VUT,0.03147
EST,WLD,24203348.93494
EST,WSM,6.74568
EST,ZAF,32662.11878
EST,ZAR,0.91083
EST,ZMB,5.50114
EST,ZWE,175.12874
SWZ,AFG,0.05583
SWZ,AGO,61.76372
SWZ,ALB,88.31826
SWZ,AND,127.18103
SWZ,ARE,9324.73634
SWZ,ARG,949.01153
SWZ,ATA,0.04036
SWZ,ATG,0.04468
SWZ,AUS,10160.0916
SWZ,AUT,2834.57839
SWZ,AZE,2.46749
SWZ,BDI,0.04121
SWZ,BEL,5187.61922
SWZ,BEN,0.14189
SWZ,BFA,0.09394
SWZ,BGD,942.72128
SWZ,BGR,480.44832
SWZ,BHR,16136.38701
SWZ,BIH,2.32791
SWZ,BLZ,1.6946
SWZ,BOL,0.01386
SWZ,BRA,3399.29078
SWZ,BRN,0.11243
SWZ,BTN,0.05932
SWZ,BWA,279.08282
SWZ,CAN,2528.70373
SWZ,CHE,4835.78196
SWZ,CHL,17.80025
SWZ,CHN,206139.37468
SWZ,CIV,3.9847
SWZ,CMR,0.86282
SWZ,COK,0.02242
SWZ,COL,22.8677
SWZ,COM,71.89589
SWZ,CPV,0.14682
SWZ,CRI,3.26201
SWZ,CUW,0.32326
SWZ,CYP,272.37668
SWZ,CZE,523.99849
SWZ,DEU,15598.37855
SWZ,DMA,0.18314
SWZ,DNK,1805.55267
SWZ,DOM,16.27197
SWZ,EAS,255038.75466
SWZ,ECS,101365.4378
SWZ,ECU,0.20462
SWZ,EGY,5049.96232
SWZ,ESH,0.26793
SWZ,ESP,3245.35454
SWZ,EST,640.81283
SWZ,ETH,123.67671
SWZ,FIN,666.35856
SWZ,FLK,0.04251
SWZ,FRA,6185.59644
SWZ,GAB,0.21695
SWZ,GBR,10977.17454
SWZ,GEO,72.96415
SWZ,GHA,31.2075
SWZ,GMB,0.09824
SWZ,GRC,189.61095
SWZ,HKG,2138.63022
SWZ,HMD,0.1204
SWZ,HND,0.05457
SWZ,HRV,3.86772
SWZ,HUN,2589.54002
SWZ,IDN,1001.19317
SWZ,IND,56928.82135
SWZ,IOT,0.01144
SWZ,IRL,20608.46045
SWZ,IRN,605.54661
SWZ,ISL,0.58349
SWZ,ISR,1597.29336
SWZ,ITA,6458.85034
SWZ,JAM,1.75558
SWZ,JOR,2.64885
SWZ,JPN,14266.59911
SWZ,KAZ,0.56556
SWZ,KEN,455.33217
SWZ,KGZ,0.05568
SWZ,KHM,1928.60038
SWZ,KOR,1372.16466
SWZ,KWT,2005.75096
SWZ,LAO,1.39618
SWZ,LBN,66.01116
SWZ,LBR,1.82043
SWZ,LCN,5632.03033
SWZ,LKA,67.36922
SWZ,LSO,10187.56728
SWZ,LTU,2419.59744
SWZ,LUX,16.57732
SWZ,LVA,1966.36294
SWZ,MAC,1.45579
SWZ,MAR,972.88427
SWZ,MDA,4.38642
SWZ,MDG,269.52511
SWZ,MEA,44086.23393
SWZ,MEX,917.58416
SWZ,MHL,0.1488
SWZ,MKD,0.62149
SWZ,MLI,83.6581
SWZ,MLT,1.03855
SWZ,MMR,0.17869
SWZ,MNP,0.13262
SWZ,MOZ,34043.53666
SWZ,MRT,11.0667
SWZ,MUS,6061.22358
SWZ,MWI,405.12143
SWZ,MYS,9812.12089
SWZ,NAC,35009.26956
SWZ,NAM,431.29712
SWZ,NCL,1.51377
SWZ,NGA,105.97967
SWZ,NIC,0.01731
SWZ,NIU,0.07919
SWZ,NLD,5307.23692
SWZ,NOR,81.60147
SWZ,NRU,0.07206
SWZ,NZL,280.31668
SWZ,OAS,25098.14105
SWZ,OMN,0.90397
SWZ,PAK,967.62163
SWZ,PAN,1.67326
SWZ,PER,0.11231
SWZ,PHL,58.05593
SWZ,POL,2343.56502
SWZ,PRK,41.24102
SWZ,PRT,2697.17924
SWZ,QAT,0.88694
SWZ,ROM,72.37946
SWZ,RUS,57.12198
SWZ,RWA,21.84264
SWZ,SAS,58906.64863
SWZ,SAU,8274.24929
SWZ,SEN,0.35312
SWZ,SER,151.63032
SWZ,SGP,574.65195
SWZ,SGS,0.03158
SWZ,SLB,0.17356
SWZ,SLE,6.05102
SWZ,SLV,0.09626
SWZ,SSF,1597720.09514
SWZ,STP,0.01022
SWZ,SUD,0.23759
SWZ,SUR,1.87204
SWZ,SVK,317.7569
SWZ,SVN,19.62781
SWZ,SWE,925.18317
SWZ,SYC,8.97352
SWZ,SYR,0.49816
SWZ,TCA,0.31496
SWZ,TCD,0.72296
SWZ,TGO,7.85867
SWZ,THA,6167.735
SWZ,TKL,0.94773
SWZ,TKM,0.3533
SWZ,TON,0.38878
SWZ,TTO,23.02261
SWZ,TUN,47.43614
SWZ,TUR,1514.50251
SWZ,TZA,83.92262
SWZ,UGA,40.81246
SWZ,UKR,70.90348
SWZ,URY,274.88213
SWZ,USA,32480.56583
SWZ,UZB,0.02637
SWZ,VGB,0.07734
SWZ,VNM,1092.4612
SWZ,VUT,0.01755
SWZ,WLD,2122858.88491
SWZ,ZAF,1536895.57138
SWZ,ZAR,0.42902
SWZ,ZMB,1437.68767
SWZ,ZWE,6536.69069
ETH,AFG,0.33409
ETH,AGO,50.03232
ETH,ALB,3033.6726
ETH,AND,284.77439
ETH,ARE,513239.441779999
ETH,ARG,2896.8268
ETH,ARM,3.78759
ETH,ASM,6.69843
ETH,ATG,3.65596
ETH,AUS,25062.39509
ETH,AUT,26794.1391
ETH,BDI,0.00313
ETH,BEL,197909.4946
ETH,BEN,17.53361
ETH,BFA,0.00208
ETH,BGD,3702.47143
ETH,BGR,30491.51885
ETH,BHR,17641.33604
ETH,BHS,5.89166
ETH,BIH,96.51305
ETH,BLR,666.66747
ETH,BLZ,151.76243
ETH,BRA,33043.41959
ETH,BRN,3.42739
ETH,BWA,4.57594
ETH,CAN,23219.23775
ETH,CCK,5.9961
ETH,CHE,43366.76555
ETH,CHL,1388.45538
ETH,CHN,4035056.60576
ETH,CIV,362.62146
ETH,CMR,29.73185
ETH,COG,9.49793
ETH,COK,1.6371
ETH,COL,1794.03284
ETH,CRI,128.80633
ETH,CUB,29.64932
ETH,CUW,349.62317
ETH,CYM,51.31284
ETH,CYP,12077.07854
ETH,CZE,25250.97552
ETH,DEU,177839.48555
ETH,DJI,187805.04568
ETH,DNK,37139.13352
ETH,DOM,31.81453
ETH,DZA,1069.57744
ETH,EAS,5775409.47634
ETH,ECS,3229243.39888
ETH,ECU,73.22538
ETH,EGY,241936.50168
ETH,ERI,16.0704
ETH,ESP,79630.72374
ETH,EST,1947.20066
ETH,FIN,9618.75872
ETH,FRA,170756.18072
ETH,FRO,14.80513
ETH,GAB,11.80951
ETH,GBR,206067.36102
ETH,GEO,515.40446
ETH,GHA,887.55387
ETH,GIB,0.90674
ETH,GIN,25.41767
ETH,GMB,3.27564
ETH,GRC,7419.86171
ETH,GTM,246.23205
ETH,HKG,7824.0323
ETH,HND,32.95605
ETH,HRV,146.56192
ETH,HUN,13594.50975
ETH,IDN,235623.03911
ETH,IND,2403950.31721
ETH,IRL,38713.71732
ETH,IRN,1757.21235
ETH,IRQ,5089.27193
ETH,ISL,597.79424
ETH,ISR,18381.08077
ETH,ITA,274633.89639
ETH,JAM,3.05518
ETH,JOR,3536.72329
ETH,JPN,358289.35422
ETH,KAZ,3692.02594
ETH,KEN,70349.75757
ETH,KHM,220.59604
ETH,KNA,7.39435
ETH,KOR,255211.34914
ETH,KWT,511138.51624
ETH,LAO,1234.35153
ETH,LBN,1101.83193
ETH,LBR,72.86621
ETH,LCN,51242.75675
ETH,LKA,3424.45253
ETH,LSO,0.89635
ETH,LTU,1996.88359
ETH,LUX,3184.37698
ETH,LVA,4451.30088
ETH,MAR,364762.6176
ETH,MDA,2676.38027
ETH,MDG,16.61605
ETH,MEA,2283062.46399
ETH,MEX,10221.78209
ETH,MHL,29.05467
ETH,MKD,6.27453
ETH,MLI,121.16913
ETH,MLT,898.97826
ETH,MMR,115.16085
ETH,MOZ,25.02671
ETH,MRT,0.03553
ETH,MUS,85.16967
ETH,MWI,22.27418
ETH,MYS,631204.08675
ETH,NAC,1191566.29128
ETH,NAM,9.4683
ETH,NCL,178.67562
ETH,NER,218.05846
ETH,NGA,632.52064
ETH,NIC,0.08186
ETH,NLD,139136.18294
ETH,NOR,4184.46042
ETH,NPL,15.4746
ETH,NRU,1.13336
ETH,NZL,4534.07579
ETH,OAS,58304.32055
ETH,OMN,47384.80027
ETH,PAK,53598.09636
ETH,PAN,69.74584
ETH,PER,716.5137
ETH,PHL,6406.4653
ETH,POL,26751.18023
ETH,PRK,1686.17547
ETH,PRT,11101.50702
ETH,PSE,7.09289
ETH,QAT,4276.82998
ETH,ROM,87007.17359
ETH,RUS,199778.02256
ETH,RWA,20284.1456
ETH,SAS,2464691.14622
ETH,SAU,357395.76789
ETH,SEN,183.57095
ETH,SER,21214.22104
ETH,SGP,42055.68403
ETH,SHN,25.51015
ETH,SLE,9.83145
ETH,SLV,20.69601
ETH,SMR,23.56693
ETH,SOM,420.23302
ETH,SSD,6.47731
ETH,SSF,226390.10535
ETH,SUD,4431.37986
ETH,SUR,4.82667
ETH,SVK,2233.39785
ETH,SVN,1193.43243
ETH,SWE,18313.85709
ETH,SWZ,1919.59731
ETH,SYR,65.48427
ETH,TCA,1.96765
ETH,TCD,13.70161
ETH,TGO,2.23548
ETH,THA,137684.03032
ETH,TKL,159.2682
ETH,TKM,192.26993
ETH,TTO,0.09452
ETH,TUN,2923.46955
ETH,TUR,764567.265889999
ETH,TZA,645.58153
ETH,UGA,2538.93972
ETH,UKR,578837.1268
ETH,URY,318.55772
ETH,USA,1168347.05353
ETH,UZB,91.70986
ETH,VAT,42.42653
ETH,VNM,32984.21853
ETH,WLD,15284934.93346
ETH,YEM,2657.97704
ETH,ZAF,126404.25296
ETH,ZAR,55.99848
ETH,ZMB,162.30502
ETH,ZWE,771.2507
ECS,ABW,14809.5954576118
ECS,AFG,157906.652867087
ECS,AGO,2311552.58826037
ECS,AIA,2261.963602001
ECS,ALB,3212171.37633346
ECS,AND,74081.0665783071
ECS,ARE,25358437.7165095
ECS,ARG,14811711.8669247
ECS,ARM,1633135.64220248
ECS,ASM,8350.27720356225
ECS,ATA,4084.15091008303
ECS,ATF,10942.9935013976
ECS,ATG,75750.9922744959
ECS,AUS,18351632.1942929
ECS,AUT,147108154.46643
ECS,AZE,19848176.3520803
ECS,BDI,32978.4048562055
ECS,BEL,335454466.321037
ECS,BEN,50698.2797206618
ECS,BES,38870.9797838406
ECS,BFA,3558654.29124393
ECS,BGD,32678953.626699
ECS,BGR,35775526.2884897
ECS,BHR,1904324.30298056
ECS,BHS,426380.18076414
ECS,BIH,8302438.9803063
ECS,BLM,3333.08297490941
ECS,BLR,29563431.6793152
ECS,BLZ,188749.646224198
ECS,BMU,194312.639007892
ECS,BOL,1008153.09862887
ECS,BRA,53852837.5060261
ECS,BRB,63637.9006298191
ECS,BRN,11126.2021923264
ECS,BTN,9297.22549504196
ECS,BUN,702470.176095959
ECS,BVT,143.576111909013
ECS,BWA,1305591.50644303
ECS,CAF,40654.8175984734
ECS,CAN,50323128.799482
ECS,CCK,2051.32399444047
ECS,CHE,174882876.645197
ECS,CHL,11241698.7712953
ECS,CHN,849190248.144431
ECS,CIV,6573330.58507401
ECS,CMR,2047767.68268992
ECS,COG,1127735.92649012
ECS,COK,9075.28967181725
ECS,COL,8633582.51101137
ECS,COM,35668.0995158345
ECS,CPV,100855.38371555
ECS,CRI,6246971.15653921
ECS,CUB,568508.613955028
ECS,CUW,79095.8133216758
ECS,CXR,3478.16998542738
ECS,CYM,2199318.2276599
ECS,CYP,2764725.20817395
ECS,CZE,167305444.982484
ECS,DEU,1050571316.9978
ECS,DJI,19215.5429468273
ECS,DMA,5758.12766552926
ECS,DNK,76240921.5596657
ECS,DOM,2387575.4514516
ECS,DZA,26150086.8203952
ECS,EAS,1365494511.56381
ECS,ECS,5539678152.63361
ECS,ECU,7141861.68879262
ECS,EGY,16871740.6494582
ECS,ERI,5803.26996268223
ECS,ESH,265.257978205394
ECS,ESP,264989868.227315
ECS,EST,14765173.3710464
ECS,ETH,870660.433002831
ECS,FIN,56604870.0338492
ECS,FJI,29805.9042896955
ECS,FLK,282834.287533841
ECS,FRA,382688506.59426
ECS,FRO,1205897.42081632
ECS,FSM,251.877359441572
ECS,GAB,1429445.08511974
ECS,GBR,238570549.048498
ECS,GEO,2953577.41944875
ECS,GHA,5211879.96359694
ECS,GIB,115501.910644413
ECS,GIN,1051962.7647303
ECS,GMB,20652.8755338436
ECS,GNB,6429.37406407068
ECS,GNQ,1617636.96913102
ECS,GRC,28880030.6004309
ECS,GRD,8985.69490945113
ECS,GRL,1017186.38488324
ECS,GTM,1810896.4398854
ECS,GUM,2519.50825709536
ECS,GUY,443255.835592186
ECS,HKG,25604744.5285903
ECS,HMD,705.94708737196
